Origin,Dest,Route,Total_Flights,Avg_Delay,Avg_Distance
AUS,BWI,AUSto(->)BWI,13,6.0,1342.0
PVD,TPA,PVDto(->)TPA,23,5.869565217391305,1137.0
PVD,PHX,PVDto(->)PHX,12,5.833333333333333,2277.0
RDU,PHX,RDUto(->)PHX,11,5.7272727272727275,1891.0
BWI,JAN,BWIto(->)JAN,19,5.368421052631579,888.0
TPA,DCA,TPAto(->)DCA,18,5.333333333333333,814.0
ISP,FLL,ISPto(->)FLL,19,5.105263157894737,1093.0
PIT,TPA,PITto(->)TPA,17,5.0,873.0
PHX,MSY,PHXto(->)MSY,12,4.916666666666667,1301.0
BWI,AUS,BWIto(->)AUS,13,4.769230769230769,1342.0
IND,DEN,INDto(->)DEN,13,4.769230769230769,977.0
LAX,LIH,LAXto(->)LIH,15,4.666666666666667,2615.0
PHX,FLL,PHXto(->)FLL,24,4.416666666666667,1972.0
FLL,HOU,FLLto(->)HOU,15,4.2,957.0
ISP,TPA,ISPto(->)TPA,16,3.75,1034.0
PVD,MCO,PVDto(->)MCO,42,3.3333333333333335,1073.0
PHX,MHT,PHXto(->)MHT,19,2.8947368421052633,2279.0
BDL,TPA,BDLto(->)TPA,22,2.1818181818181817,1111.0
OGG,PHX,OGGto(->)PHX,12,1.1666666666666667,2845.0
BNA,SEA,BNAto(->)SEA,14,1.1428571428571428,1977.0
BDL,MCO,BDLto(->)MCO,19,-2.4210526315789473,1050.0
BWI,SLC,BWIto(->)SLC,17,-3.823529411764706,1864.0
PHL,SEA,PHLto(->)SEA,23,-5.521739130434782,2378.0
JFK,AUS,JFKto(->)AUS,12,-18.166666666666668,1522.0
